﻿Venue Name,Venue address,Venue type,Latitude,Longitude,Suburb,suburb_list,geolocation
"Bilston Street Park, Stafford","Bilston Street Park, 21 Bilston Street, Stafford",Park,-27.4141,153.0106,Stafford,"S, Stafford","-27.4141, 153.0106"
"Bisset Place Park, McDowall","Bisset Place Park, 26 Bisset Place, McDowall",Park,-27.3849,152.9914,McDowall,"M, McDowall","-27.3849, 152.9914"
"Blackbutt Place Park, Brookfield","Blackbutt Place Park, 23A Blackbutt Place, Brookfield",Park,-27.5061,152.9289,Brookfield,"B, Brookfield","-27.5061, 152.9289"
"Bliss Street Park (Lot 29), Gaythorne","Bliss Street Park (Lot 29), 7A Bliss Street, Gaythorne",Park,-27.4222,152.9762,Gaythorne,"G, Gaythorne","-27.4222, 152.9762"
"Bliss Street Park (No.39), Gaythorne","Bliss Street Park (No.39), 39 Bliss Street, Gaythorne",Park,-27.4225,152.9784,Gaythorne,"G, Gaythorne","-27.4225, 152.9784"
"Blue Gum Park, Zillmere","Blue Gum Park, 18A Spano Street, Zillmere",Park,-27.3526,153.0335,Zillmere,"Z, Zillmere","-27.3526, 153.0335"
"Blue Range Drive Park, Algester","Blue Range Drive Park, 27 Blue Range Drive, Algester",Park,-27.6026,153.0354,Algester,"A, Algester","-27.6026, 153.0354"
"Bognor Street Park, Tingalpa","Bognor Street Park, 90 Bognor Street, Tingalpa",Park,-27.4666,153.1463,Tingalpa,"T, Tingalpa","-27.4666, 153.1463"
"Boles Street Park, Stafford","Boles Street Park, 2 Boles Street, Stafford",Park,-27.4062,153.0025,Stafford,"S, Stafford","-27.4062, 153.0025"
"Bolton Street Park, Eight Mile Plains","Bolton Street Park, 42 Bolton Street, Eight Mile Plains",Park,-27.5785,153.0922,Eight Mile Plains,"E, Eight Mile Plains","-27.5785, 153.0922"
"Bonemill Road Park, Runcorn","Bonemill Road Park, 200 Daw Road, Runcorn",Park,-27.5887,153.0751,Runcorn,"R, Runcorn","-27.5887, 153.0751"
"Booker Place Park, Bellbowrie","Booker Place Park, 89 Birkin Road, Bellbowrie",Park,-27.5637,152.8926,Bellbowrie,"B, Bellbowrie","-27.5637, 152.8926"
"Booloumba Crescent Park, Forest Lake","Booloumba Crescent Park, 35 Booloumba Crescent, Forest Lake",Park,-27.6315,152.966,Forest Lake,"F, Forest Lake","-27.6315, 152.966"
"Boondall Park, Boondall","Boondall Park, 2332 Sandgate Road, Boondall",Park,-27.3389,153.0571,Boondall,"B, Boondall","-27.3389, 153.0571"
Boondall Wetlands,"Boondall Wetlands, 1512 Nudgee Road, Nudgee Beach",Park,-27.3365,153.0643,Nudgee Beach,"N, Nudgee Beach","-27.3365, 153.0643"
Boondall Wetlands Environment Centre,"Boondall Wetlands Environment Centre, 31 Paperbark Drive (entry via Stanworth Rd), Boondall",Park,-27.3367,153.0741,Boondall,"B, Boondall","-27.3367, 153.0741"
"Boorabbin Picnic Ground, Wishart","Boorabbin Picnic Ground, 677A Mt Gravatt-Capalaba Road, Wishart",Park,-27.5529,153.1108,Wishart,"W, Wishart","-27.5529, 153.1108"
"Booral Street Park, Sunnybank Hills","Booral Street Park, 14 Bonyi Street, Sunnybank Hills",Park,-27.5963,153.0624,Sunnybank Hills,"S, Sunnybank Hills","-27.5963, 153.0624"
"Boorala Crescent Park, Eight Mile Plains","Boorala Crescent Park, 8 Narmar Court, Eight Mile Plains",Park,-27.5683,153.0965,Eight Mile Plains,"E, Eight Mile Plains","-27.5683, 153.0965"
"Borage Place Park, Calamvale","Borage Place Park, 54 Shelduck Place, Calamvale",Park,-27.6288,153.0503,Calamvale,"C, Calamvale","-27.6288, 153.0503"
"Bordeaux Street Park, Eight Mile Plains","Bordeaux Street Park, 114 Bordeaux Street, Eight Mile Plains",Park,-27.5853,153.0899,Eight Mile Plains,"E, Eight Mile Plains","-27.5853, 153.0899"
"Borella Road Park, Sunnybank Hills","Borella Road Park, 23 Borella Road, Sunnybank Hills",Park,-27.5972,153.0541,Sunnybank Hills,"S, Sunnybank Hills","-27.5972, 153.0541"
"Boronia Park, Forest Lake","Boronia Park, 36 Evergreen Place, Forest Lake",Park,-27.6186,152.9589,Forest Lake,"F, Forest Lake","-27.6186, 152.9589"
"Botanic Gardens Auditorium, Brisbane Botanic Gardens Mt Coot-tha","Botanic Gardens Auditorium, Brisbane Botanic Gardens Mt Coot-tha, 152 Mt Coot-tha Road, Toowong","General Council venue,Library",-27.475283,152.9739393,Toowong,"T, Toowong","-27.475283, 152.9739393"
"Boundary Street Park (no. 349), West End","Boundary Street Park (no. 349), 349 Boundary Street, West End",Park,-27.4899,153.0101,West End,"W, West End","-27.4899, 153.0101"
"Bowden Park, Geebung","Bowden Park, 30 Dartnell Street, Geebung",Park,-27.3736,153.0503,Geebung,"G, Geebung","-27.3736, 153.0503"
"Bowen Park, Bowen Hills","Bowen Park, 3 Bowen Bridge Road , Bowen Hills",Park,-27.4488,153.0298,Bowen Hills,"B, Bowen Hills","-27.4488, 153.0298"
"Bowhill Road Park, Willawong","Bowhill Road Park, 300 Bowhill Road, Willawong",Park,-27.5867,152.9956,Willawong,"W, Willawong","-27.5867, 152.9956"
"Bowie's Flat Park, Camp Hill","Bowie's Flat Park, 66 Leicester Street, Camp Hill",Park,-27.4944,153.0653,Camp Hill,"C, Camp Hill","-27.4944, 153.0653"
"Bowman Park, Bardon","Bowman Park, 247 Simpsons Road, Bardon",Park,-27.4581,152.9771,Bardon,"B, Bardon","-27.4581, 152.9771"
"Boyd Park, Nundah","Boyd Park, 11 Boyd Road, Nundah",Park,-27.401,153.0571,Nundah,"N, Nundah","-27.401, 153.0571"
"Boyd Terrace Park, Brookfield","Boyd Terrace Park, 191 Rafting Ground Road, Brookfield",Park,-27.505,152.9185,Brookfield,"B, Brookfield","-27.505, 152.9185"
"Bracken Ridge BMX facility, Fitzgibbon","Bracken Ridge BMX facility, Corner of Telegraph Road and Lemke Road, Fitzgibbon",General Council venue,-27.3312753,153.0442237,Fitzgibbon,"F, Fitzgibbon","-27.3312753, 153.0442237"
"Bracken Ridge Hall, Bracken Ridge","Bracken Ridge Hall, 77 Bracken Street, Bracken Ridge",Community Hall,-27.3178,153.0384,Bracken Ridge,"B, Bracken Ridge","-27.3178, 153.0384"
Bracken Ridge Library,"Bracken Ridge Library, 77 Bracken Street, Bracken Ridge",Library,-27.318,153.0379,Bracken Ridge,"B, Bracken Ridge","-27.318, 153.0379"
"Bracken Ridge Skate Plaza, Fitzgibbon","Bracken Ridge Skate Plaza, 523 Telegraph Road, Fitzgibbon",General Council venue,-27.3325,153.0425,Fitzgibbon,"F, Fitzgibbon","-27.3325, 153.0425"
Bracken Ridge Uniting Church Hall,"Bracken Ridge Uniting Church Hall, Corner Pellinore Street and Bracken Road, Bracken Ridge",Community Hall,-27.3168,153.0379,Bracken Ridge,"B, Bracken Ridge","-27.3168, 153.0379"
"Bradbury Park, Kedron","Bradbury Park, 91 Kitchener Road, Kedron",Park,-27.3962,153.0279,Kedron,"K, Kedron","-27.3962, 153.0279"
"Bradshaw Park, Lutwyche","Bradshaw Park, 20 Lamington Avenue, Lutwyche",Park,-27.4195,153.0323,Lutwyche,"L, Lutwyche","-27.4195, 153.0323"
"Brady Bushland Park, Runcorn","Brady Bushland Park, 430 Gowan Road, Runcorn",Park,-27.608,153.0642,Runcorn,"R, Runcorn","-27.608, 153.0642"
"Brampton Street Park, Eight Mile Plains","Brampton Street Park, 72 Brampton Street, Eight Mile Plains",Park,-27.5722,153.0984,Eight Mile Plains,"E, Eight Mile Plains","-27.5722, 153.0984"
"Breakwater Park, Wynnum","Breakwater Park, Waterloo Esplanade, Wynnum",Park,-27.4363,153.174,Wynnum,"W, Wynnum","-27.4363, 153.174"
"Breene Court Park, Carindale","Breene Court Park, 15 Breene Court, Carindale",Park,-27.5109,153.1119,Carindale,"C, Carindale","-27.5109, 153.1119"
"Breton Street Park, Sunnybank","Breton Street Park, 90 Breton Street, Sunnybank",Park,-27.5776,153.0484,Sunnybank,"S, Sunnybank","-27.5776, 153.0484"
Bretts Wharf plaza,"Bretts Wharf plaza, Kingsford Smith Drive, Hamilton",General Council venue,-27.439231,153.062142,Hamilton,"H, Hamilton","-27.439231, 153.062142"
Brian Hallinan Bikeway,"Brian Hallinan Bikeway, Riaweena Street, The Gap",Park,-27.4458,152.9414,The Gap,"T, The Gap","-27.4458, 152.9414"
"Bridge Street Park, Red Hill","Bridge Street Park, 39 Bridge Street, Red Hill",Park,-27.4484,153.0006,Red Hill,"R, Red Hill","-27.4484, 153.0006"
"Bridgeman Place Park, Forest Lake","Bridgeman Place Park, 20 Bridgeman Place, Forest Lake",Park,-27.612,152.9768,Forest Lake,"F, Forest Lake","-27.612, 152.9768"
"Bridgnorth Street Park (no. 71), Carindale","Bridgnorth Street Park, 71 Bridgnorth Street, Carindale",Park,-27.5067,153.1112,Carindale,"C, Carindale","-27.5067, 153.1112"
Brighton mobile library,"Brighton mobile library, Decker Park car park, 25th Avenue, Brighton",Mobile library,-27.2867,153.0646,Brighton,"B, Brighton","-27.2867, 153.0646"
"Brighton Park, Brighton","Brighton Park, 596 Beaconsfield Terrace, Brighton",Park,-27.2826,153.0606,Brighton,"B, Brighton","-27.2826, 153.0606"
"Brighton Wellness Hub, Brighton","Brighton Wellness Hub, 449 Hornibrook Highway, Brighton",Non-Council venue,-27.2891016,153.0625148,Brighton,"B, Brighton","-27.2891016, 153.0625148"
Brisbane Botanic Gardens Mt Coot-tha,"Brisbane Botanic Gardens Mt Coot-tha, 152 Mt Coot-tha Road, Toowong",Park,-27.4759,152.9777,Toowong,"T, Toowong","-27.4759, 152.9777"
Brisbane Business Hub,"Level 2, Brisbane Business Hub, 155 Queen Street, Brisbane City",Non-Council venue,-27.4694959,153.0237679,Brisbane City,"B, Brisbane City","-27.4694959, 153.0237679"
"Brisbane City Hall, Brisbane City","Brisbane City Hall, 64 Adelaide Street, Brisbane City",General Council venue,-27.4691,153.0241,Brisbane City,"B, Brisbane City","-27.4691, 153.0241"
"Brisbane Institute of Art, Windsor","Brisbane Institute of Art, 41 Grafton Street, Windsor",General Council venue,-27.4326,153.0345,Windsor,"W, Windsor","-27.4326, 153.0345"
Brisbane Koala Bushlands,"Brisbane Koala Bushlands, Alperton Road, Burbank",Park,-27.5738,153.1613,Burbank,"B, Burbank","-27.5738, 153.1613"
Brisbane Metro Info Centre,"Brisbane Metro Info Centre, 63 Adelaide Street Brisbane",General Council venue,-27.4696239,153.0214384,Brisbane City,"B, Brisbane City","-27.4696239, 153.0214384"
"Brisbane Powerhouse, New Farm","Brisbane Powerhouse, 119 Lamington Street, New Farm",General Council venue,-27.4674,153.0528,New Farm,"N, New Farm","-27.4674, 153.0528"
Brisbane Square Library,"Brisbane Square Library, 266 George Street, Brisbane City",Library,-27.4711,153.0226,Brisbane City,"B, Brisbane City","-27.4711, 153.0226"
"Bristol Park, Wavell Heights","Bristol Park, 356 Rode Road, Wavell Heights",Park,-27.3949,153.0363,Wavell Heights,"W, Wavell Heights","-27.3949, 153.0363"
BrisWest Centre,"BrisWest Centre, 132 Latrobe Terrace, Paddington",Non-Council venue,-27.4586848,152.9961712,Paddington,"P, Paddington","-27.4586848, 152.9961712"
"Brittain Park, Coopers Plains","Brittain Park, 168 Troughton Road, Coopers Plains",Park,-27.5689,153.0471,Coopers Plains,"C, Coopers Plains","-27.5689, 153.0471"
"Broadwater Picnic Ground Park, Mansfield","Broadwater Picnic Ground Park, 20 Mansfield Place, Mansfield",Park,-27.5439,153.1122,Mansfield,"M, Mansfield","-27.5439, 153.1122"
"Brook Street Park, Everton Park","Brook Street Park, 20 Brook Street, Everton Park",Park,-27.4102,152.9874,Everton Park,"E, Everton Park","-27.4102, 152.9874"
"Brookfield Cemetery, Brookfield","Brookfield Cemetery, 665 Brookfield Road, Brookfield",General Council venue,-27.493,152.9112,Brookfield,"B, Brookfield","-27.493, 152.9112"
"Brookfield Recreation Reserve, Brookfield","Brookfield Recreation Reserve, 48 Boscombe Road, Brookfield",Park,-27.4926,152.9128,Brookfield,"B, Brookfield","-27.4926, 152.9128"
"Brookfield Road Park, Kenmore Hills","Brookfield Road Park, 18 Branton Street, Kenmore Hills",Park,-27.5067,152.9309,Kenmore Hills,"K, Kenmore Hills","-27.5067, 152.9309"
"Broula Park, Stafford Heights","Broula Park, 55 Dorrigo Street, Stafford Heights",Park,-27.404,153.0208,Stafford Heights,"S, Stafford Heights","-27.404, 153.0208"
"Brownlee Street Park, Pinkenba","Brownlee Street Park,129 Brownlee Street, Pinkenba, Australia",Park,-27.3963,153.136,Pinkenba,"P, Pinkenba","-27.3963, 153.136"
Bruce Reynold's studio,"Bruce Reynold's studio, 105 Norman Street, Woolloongabba",Non-Council venue,-27.4918,153.0447,Woolloongabba,"W, Woolloongabba","-27.4918, 153.0447"
"Bruna Street Park, Runcorn","Bruna Street Park, 18 Bruna Street, Runcorn",Park,-27.5985,153.0664,Runcorn,"R, Runcorn","-27.5985, 153.0664"
"Brunswick Street Mall, Fortitude Valley","Brunswick Street Mall, Brunswick Street, Fortitude Valley",General Council venue,-27.4567,153.0329,Fortitude Valley,"F, Fortitude Valley","-27.4567, 153.0329"
"Brush Box Place Park, Heathwood","Brush Box Place Park, 21 Brush Box Place, Heathwood",Park,-27.6322,152.9935,Heathwood,"H, Heathwood","-27.6322, 152.9935"
"Brushbox Park, Upper Mount Gravatt","Brushbox Park, 142 Lumley Street, Upper Mount Gravatt",Park,-27.5531,153.0882,Upper Mt Gravatt,"U, Upper Mt Gravatt","-27.5531, 153.0882"
"Brydon Street Park, Highgate Hill","Brydon Street Park, 19 Brydon Street, Highgate Hill",Park,-27.4888,153.016,Highgate Hill,"H, Highgate Hill","-27.4888, 153.016"
"Buckingham Place Park, Eight Mile Plains","Buckingham Place, Park, 81 Manchester Street, Eight Mile Plains",Park,-27.5752,153.0965,Eight Mile Plains,"E, Eight Mile Plains","-27.5752, 153.0965"
"Buckley Street Park, Carina Heights","Buckley Street Park, 1020 Creek Road, Carina Heights",Park,-27.5092,153.0943,Carina Heights,"C, Carina Heights","-27.5092, 153.0943"
Bulimba Community Centre,"Bulimba Community Centre, 1 Barramul Street, Bulimba",Non-Council venue,-27.4535005,153.0578246,Bulimba,"B, Bulimba","-27.4535005, 153.0578246"
Bulimba Creek Catchment Co-ordinating Committee,"Bulimba Creek Catchment Co-ordinating Committee, 1358-1368 Old Cleveland Road, Carindale","Community Garden,Non-Council venue",-27.5022,153.1216,Carindale,"C, Carindale","-27.5022, 153.1216"
Bulimba Library,"Bulimba Library, 219 Oxford Street, Bulimba",Library,-27.4519,153.0626,Bulimba,"B, Bulimba","-27.4519, 153.0626"
"Bulimba Memorial Park, Bulimba","Bulimba Memorial Park, 129 Oxford Street, Bulimba",Park,-27.4523,153.0572,Bulimba,"B, Bulimba","-27.4523, 153.0572"
"Bulimba Riverside Park, Bulimba","Bulimba Riverside Park, 57 Addison Avenue, Bulimba",Park,-27.4538,153.0538,Bulimba,"B, Bulimba","-27.4538, 153.0538"
Bulimba State School Garden,"Bulimba State School Garden, 261 Oxford Street, Bulimba","Community Garden,Non-Council venue",-27.4525,153.065,Bulimba,"B, Bulimba","-27.4525, 153.065"
"Bundabah Drive Park, Calamvale","Bundabah Drive Park, 31 Bundabah Drive, Calamvale",Park,-27.6168,153.0386,Calamvale,"C, Calamvale","-27.6168, 153.0386"
"Bundara Park, Keperra","Bundara Park, 5 Shaun Place, Keperra",Park,-27.4183,152.9392,Keperra,"K, Keperra","-27.4183, 152.9392"
"Bunyapa Park, West End","Bunyapa Park, 68 Vulture Street, West End",Park,-27.480656,153.011147,West End,"W, West End","-27.480656, 153.011147"
"Buranda Playground Park, Woolloongabba","Buranda Playground Park, 34 Sword Street, Woolloongabba",Park,-27.4939,153.0428,Woolloongabba,"W, Woolloongabba","-27.4939, 153.0428"
"Burn Street Park, Camp Hill","Burn Street Park, 35 Long Street, Camp Hill",Park,-27.4955,153.0835,Camp Hill,"C, Camp Hill","-27.4955, 153.0835"
"Burnett Lane, Brisbane City","Burnett Lane, Brisbane City",General Council venue,-27.4697,153.0242,Brisbane City,"B, Brisbane City","-27.4697, 153.0242"
"Burnie Brae Centre, Chermside","Burnie Brae Centre, 60 Kuran Street, Chermside",Non-Council venue,-27.3899102,153.0319317,Chermside,"C, Chermside","-27.3899102, 153.0319317"
"Burnie Brae Park, Chermside","Burnie Brae Park, 60 Kuran Street, Chermside","Community Garden,Park",-27.3897,153.0354,Chermside,"C, Chermside","-27.3897, 153.0354"
"Burrun Park, Karana Downs","Burrun Park, 99 College Road, Karana Downs",Park,-27.5490002,152.8182094,Karana Downs,"K, Karana Downs","-27.5490002, 152.8182094"
"Bushy Park, Sunnybank Hills","Bushy Park , 14 Jales Street, Sunnybank Hills",Park,-27.5913,153.0462,Sunnybank Hills,"S, Sunnybank Hills","-27.5913, 153.0462"
Byrne's Paddock Park,"Byrne's Paddock Park, 21 Federation Street, Windsor",Park,-27.440784,153.0317408,Windsor,"W, Windsor","-27.440784, 153.0317408"
"Byron Street Park, Runcorn","Byron Street Park, 2 Byron Street, Runcorn",Park,-27.6007,153.0668,Runcorn,"R, Runcorn","-27.6007, 153.0668"
"C. Slaughter Park, Bracken Ridge","C. Slaughter Park, 21 Raines Court, Bracken Ridge",Park,-27.327,153.0357,Bracken Ridge,"B, Bracken Ridge","-27.327, 153.0357"
"C.A. O'Sullivan Park, Acacia Ridge","C.A. O'Sullivan Park, 1367 Beaudesert Road, Acacia Ridge",Park,-27.5865,153.0254,Acacia Ridge,"A, Acacia Ridge","-27.5865, 153.0254"
"C.B. Mott Park, Holland Park","C.B. Mott Park, 49 Abbotsleigh Street, Holland Park",Park,-27.5156,153.0594,Holland Park,"H, Holland Park","-27.5156, 153.0594"
"C.J. Greenfield Community Hall, Richlands","C.J. Greenfield Community Hall, 315 Freeman Road, Richlands",Community Hall,-27.5811598,152.9602622,Richlands,"R, Richlands","-27.5811598, 152.9602622"
"C.J. Greenfield Complex Park, Richlands","C.J. Greenfield Complex Park, 149 Kimberley Street, Richlands",Park,-27.578277,152.963029,Richlands,"R, Richlands","-27.578277, 152.963029"
"C.P. Bottomley Park, Norman Park","C.P. Bottomley Park, 31 Halifax Street, Norman Park",Park,-27.4839,153.061,Norman Park,"N, Norman Park","-27.4839, 153.061"
"C.T. White Park, Kangaroo Point","C.T. White Park, 22 Bright Street, Kangaroo Point",Park,-27.4698,153.0343,Kangaroo Point,"K, Kangaroo Point","-27.4698, 153.0343"
"Cadogan Street Park, Carindale","Cadogan Street Park, 199 Meadowlands Road, Carindale",Park,-27.4985,153.117,Carindale,"C, Carindale","-27.4985, 153.117"
"Calamvale District Park, Calamvale","Calamvale District Park, 31 Formby Street, Calamvale",Park,-27.6212,153.0381,Calamvale,"C, Calamvale","-27.6212, 153.0381"
"Calamvista Park, Calamvale","Calamvista Park, 20 Monsour Street, Calamvale",Park,-27.6171,153.0591,Calamvale,"C, Calamvale","-27.6171, 153.0591"
"California Lane, Fortitude Valley","California Lane, 22 McLachlan Street, Fortitude Valley",General Council venue,-27.458615,153.035563,Fortitude Valley,"F, Fortitude Valley","-27.458615, 153.035563"
"Calliope Circuit Park, Murarrie","Calliope Circuit Park, 11 Calliope Circuit, Murarrie",Park,-27.4637,153.0941,Murarrie,"M, Murarrie","-27.4637, 153.0941"
"Camelot Park, Middle Park","Camelot Park, 33 Camelot Crescent, Middle Park",Park,-27.5585,152.9227,Middle Park,"M, Middle Park","-27.5585, 152.9227"
"Cameron Rocks Reserve, Hamilton","Cameron Rocks Reserve, 79 Kingsford Smith Drive, Hamilton",Park,-27.441,153.0484,Hamilton,"H, Hamilton","-27.441, 153.0484"
"Camoola Street Park, Keperra","Camoola Street Park, 62 Camoola Street, Keperra",Park,-27.4106,152.9437,Keperra,"K, Keperra","-27.4106, 152.9437"
"Cannes Street Park, Wakerley","Cannes Street Park, 16 Caringbah Street, Wakerley",Park,-27.477,153.1615,Wakerley,"W, Wakerley","-27.477, 153.1615"
"Cannon Hill Bushland Reserve, Cannon Hill","Cannon Hill Bushland Reserve, 1833 Creek Road, Cannon Hill",Park,-27.4735,153.1014,Cannon Hill,"C, Cannon Hill","-27.4735, 153.1014"
"Canterbury Park, Bald Hills","Canterbury Park, 63 Feuerriegel Road, Bald Hills",Park,-27.3081,153.0067,Bald Hills,"B, Bald Hills","-27.3081, 153.0067"
"Cape Arid Park, Fitzgibbon","Cape Arid Park, 17 Cape Arid Park Way, Fitzgibbon",Park,-27.3368,153.0244,Fitzgibbon,"F, Fitzgibbon","-27.3368, 153.0244"
"Capitol Drive Park, Jindalee","Capitol Drive Park, 78 Capitol Drive, Jindalee",Park,-27.5399,152.9447,Jindalee,"J, Jindalee","-27.5399, 152.9447"
"Captain Burke Park, Kangaroo Point","Captain Burke Park, 117 Holman Street, Kangaroo Point",Park,-27.4654,153.0349,Kangaroo Point,"K, Kangaroo Point","-27.4654, 153.0349"
"Captain Doug Hislop Park, Murarrie","Captain Doug Hislop Park, 69 Metroplex Avenue, Murarrie",Park,-27.448844,153.098834,Murarrie,"M, Murarrie","-27.448844, 153.098834"
"Caravonica Court Park, Calamvale","Caravonica Court Park, 59 Chateau Street, Calamvale",Park,-27.6153,153.0567,Calamvale,"C, Calamvale","-27.6153, 153.0567"
Carawa Street Park,"5 Carawa Street, Carawa Street Park, St Lucia",Park,-27.5026448,152.9918508,St Lucia,"S, St Lucia","-27.5026448, 152.9918508"
"Carew Street Park, Nundah","Carew Street Park, 46 Carew Street, Nundah",Park,-27.4044,153.0511,Nundah,"N, Nundah","-27.4044, 153.0511"
